{SIL} {SIL}
<UNK> <UNK>
{NOISE} {NOISE}
{COUGH} {COUGH}
{BREATH} {BREATH}
密织 M I4 ZH IX1
结党 J IE2 D ANG3
契约 Q I4 VV VE1
瞬息 SH UN4 X I1
琉斯 L IU2 S IY1
试试 SH IX4 SH IX4
同宗 T ONG2 Z ONG1
诊室 ZH EN3 SH IX4
前翻 Q IAN2 F AN1
跟班 G EN1 B AN1
失怙 SH IX1 H U4
平凉 P ING2 L IANG2
枫叶 F ENG1 II IE4
戏水 X I4 SH UI3
紫花 Z IY3 H UA1
等人 D ENG3 R EN2
菲利 F EI1 L I4
在朝 Z AI4 CH AO2
壬子 R EN2 Z IY3
家室 J IA1 SH IX4
亚伯 II IA4 B O2
袍子 P AO2 Z IY5
扇门 SH AN4 M EN2
缺省 Q VE1 SH ENG3
鲜艳 X IAN1 II IAN4
向生 X IANG4 SH ENG1
集美 J I2 M EI3
鱼香 VV V2 X IANG1
减缩 J IAN3 S UO1
宜鑫 II I2 X IN1
制贩 ZH IX4 F AN4
向盘 X IANG4 P AN2
减收 J IAN3 SH OU1
发酸 F A1 S UAN1
揽工 L AN3 G ONG1
有形 II IU3 X ING2
民意 M IN2 II I4
转正 ZH UAN3 ZH ENG4
风气 F ENG1 Q I4
断弦 D UAN4 X IAN2
拖布 T UO1 B U4
作会 Z UO4 H UI4
曲松 Q V3 S ONG1
归国 G UI1 G UO2
蒺藜 J I2 L I2
急流 J I2 L IU2
平抚 P ING2 F U3
摧毁 C UI1 H UI3
安睡 AA AN1 SH UI4
金航 J IN1 H ANG2
圆拱 VV VAN2 G ONG3
禹会 VV V3 H UI4
岔子 CH A4 Z IY5
现任 X IAN4 R EN4
水水 SH UI3 SH UI3
丽媛 L I4 VV VAN4
女同 N V3 T ONG2
凝结 N ING2 J IE2
周薪 ZH OU1 X IN1
就读 J IU4 D U2
脸皮 L IAN3 P I2
请愿 Q ING3 VV VAN4
质感 ZH IX4 G AN3
骑楼 Q I2 L OU2
背景 B EI4 J ING3
颠狂 D IAN1 K UANG2
乖乖 G UAI1 G UAI1
文信 UU UN2 X IN4
王杰 UU UANG2 J IE2
尼克 N I2 K E4
原纸 VV VAN2 ZH IX3
侯门 H OU2 M EN2
舵手 D UO4 SH OU3
模量 M O2 L IANG4
遛弯 L IU4 UU UAN1
统货 T ONG3 H UO4
轻慢 Q ING1 M AN4
拒接 J V4 J IE1
奇缘 Q I2 VV VAN2
打虫 D A3 CH ONG2
腰果 II IAO1 G UO3
别传 B IE2 ZH UAN4
打猎 D A3 L IE4
上睑 SH ANG4 J IAN3
林锦 L IN2 J IN3
电音 D IAN4 II IN1
惊疑 J ING1 II I2
腻子 N I4 Z IY5
屠杀 T U2 SH A1
软片 R UAN3 P IAN4
洋教 II IANG2 J IAO4
认亲 R EN4 Q IN1
半圆 B AN4 VV VAN2
未开 UU UI4 K AI1
小可 X IAO3 K E3
盘石 P AN2 SH IX2
靓女 L IANG4 N V3
习得 X I2 D E2
军部 J VN1 B U4
畏缩 UU UI4 S UO1
苍南 C ANG1 N AN2
泽代 Z E2 D AI4
斑纹 B AN1 UU UN2
首季 SH OU3 J I4
羽田 VV V3 T IAN2
爵位 J VE2 UU UI4
林家 L IN2 J IA1
宝妈 B AO3 M A1
方步 F ANG1 B U4
并无 B ING4 UU U2
抽纸 CH OU1 ZH IX3
横钩 H ENG2 G OU1
天涯 T IAN1 II IA2
斗室 D OU3 SH IX4
捆扎 K UN3 Z A1
琴书 Q IN2 SH U1
大溪 D A4 X I1
话头 H UA4 T OU2
陋室 L OU4 SH IX3
国平 G UO2 P ING2
招揽 ZH AO1 L AN3
定鼎 D ING4 D ING3
驹子 J V1 Z IY5
清净 Q ING1 J ING4
哺育 B U3 VV V4
乔鲁 Q IAO2 L U3
酒肉 J IU3 R OU4
小心 X IAO3 X IN1
淤积 VV V1 J I1
重发 CH ONG2 F A1
尽管 J IN2 G UAN3
大厂 D A4 CH ANG3
跳出 T IAO4 CH U1
昆剧 K UN1 J V4
草本 C AO3 B EN3
加满 J IA1 M AN3
林旭 L IN2 X V4
耸听 S ONG3 T ING1
蠕虫 R U2 CH ONG2
别有 B IE2 II IU3
野长 II IE3 ZH ANG3
密件 M I4 J IAN4
承让 CH ENG2 R ANG4
沉浸 CH EN2 J IN4
水娇 SH UI3 J IAO1
从头 C ONG2 T OU2
浊音 ZH UO2 II IN1
广昌 G UANG3 CH ANG1
祖母 Z U2 M U3
毛躁 M AO2 Z AO4
吴广 UU U2 G UANG3
娇态 J IAO1 T AI4
亚行 II IA3 H ANG2
丁玲 D ING1 L ING2
极左 J I2 Z UO3
忠岩 ZH ONG1 II IAN2
红筹 H ONG2 CH OU2
炮眼 P AO4 II IAN3
摊位 T AN1 UU UI4
达产 D A2 CH AN3
升天 SH ENG1 T IAN1
亏负 K UI1 F U4
两侧 L IANG3 C E4
翅膀 CH IX4 B ANG3
答案 D A2 AA AN4
暴潮 B AO4 CH AO2
洋相 II IANG2 X IANG4
胜地 SH ENG4 D I4
贝塔 B EI4 T A3
和义 H E2 II I4
退席 T UI4 X I2
焖饭 M EN4 F AN4
春困 CH UN1 K UN4
周正 ZH OU1 ZH ENG4
潇潇 X IAO1 X IAO1
梵谷 F AN4 G U3
缓征 H UAN3 ZH ENG1
品蓝 P IN3 L AN2
显卡 X IAN3 K A3
大棚 D A4 P ENG2
同形 T ONG2 X ING2
呱呱 G UA1 G UA1
厂商 CH ANG3 SH ANG1
猛将 M ENG3 J IANG4
滥权 L AN4 Q VAN2
自残 Z IY4 C AN2
石雀 SH IX2 Q VE4
恋恋 L IAN4 L IAN4
令其 L ING4 Q I2
得子 D E2 Z IY3
浣纱 H UAN4 SH A1
全党 Q VAN2 D ANG3
鸿雁 H ONG2 II IAN4
穆勒 M U4 L E4
采纳 C AI3 N A4
首相 SH OU3 X IANG4
船身 CH UAN2 SH EN1
阿嬷 AA A1 M A1
高举 G AO1 J V3
征求 ZH ENG1 Q IU2
招引 ZH AO1 II IN3
隆基 L ONG2 J I1
杆秤 G AN3 CH ENG4
风纪 F ENG1 J I4
剩饭 SH ENG4 F AN4
忙完 M ANG2 UU UAN2
饰带 SH IX4 D AI4
鸟雀 N IAO3 Q VE4
净水 J ING4 SH UI3
笔法 B I3 F A3
怀里 H UAI2 L I3
鱼汛 VV V2 X VN4
起讫 Q I3 Q I4
拾荒 SH IX2 H UANG1
黄土 H UANG2 T U3
拆违 CH AI1 UU UI2
尽收 J IN4 SH OU1
滥情 L AN4 Q ING2
南充 N AN2 CH ONG1
无由 UU U2 II IU2
尾椎 UU UI3 ZH UI1
猛跌 M ENG3 D IE1
玄奥 X VAN2 AA AO4
惹毛 R E3 M AO2
乐生 L E4 SH ENG1
礼数 L I3 SH U4
推重 T UI1 ZH ONG4
耗油 H AO4 II IU2
误写 UU U4 X IE3
欲求 VV V4 Q IU2
思奇 S IY1 Q I2
香皂 X IANG1 Z AO4
月蓝 VV VE4 L AN2
运球 VV VN4 Q IU2
偏狭 P IAN1 X IA2
腓骨 F EI2 G U3
将棋 J IANG4 Q I2
蓝刚 L AN2 G ANG1
神武 SH EN2 UU U3
咽炎 II IAN1 II IAN2
旧址 J IU4 ZH IX3
兆瓦 ZH AO4 UU UA3
逼近 B I1 J IN4
新桥 X IN1 Q IAO2
超度 CH AO1 D U4
永泰 II IONG3 T AI4
头孢 T OU2 B AO1
无干 UU U2 G AN1
应声 II ING4 SH ENG1
肥硕 F EI2 SH UO4
骚乱 S AO1 L UAN4
亚尔 II IA4 EE ER3
摊晒 T AN1 SH AI4
秃头 T U1 T OU2
几经 J I3 J ING1
旗帜 Q I2 ZH IX4
宝马 B AO3 M A3
痛斥 T ONG4 CH IX4
听力 T ING1 L I4
骨董 G U3 D ONG3
课程 K E4 CH ENG2
剪接 J IAN3 J IE1
血族 X VE4 Z U2
图表 T U2 B IAO3
引水 II IN3 SH UI3
甘蔗 G AN1 ZH E5
拉辛 L A1 X IN1
装作 ZH UANG1 Z UO4
关岛 G UAN1 D AO3
室主 SH IX4 ZH U3
交给 J IAO1 G EI3
台端 T AI2 D UAN1
横切 H ENG2 Q IE1
单摆 D AN1 B AI3
抓药 ZH UA1 II IAO4
城龙 CH ENG2 L ONG2
畜群 CH U4 Q VN2
纪检 J I4 J IAN3
答道 D A2 D AO4
前奏 Q IAN2 Z OU4
湖广 H U2 G UANG3
葱茏 C ONG1 L ONG2
益民 II I4 M IN2
香滑 X IANG1 H UA2
考取 K AO3 Q V3
拉孜 L A1 Z IY1
掌心 ZH ANG3 X IN1
姑父 G U1 F U5
舍命 SH E3 M ING4
求得 Q IU2 D E2
合心 H E2 X IN1
窃听 Q IE4 T ING1
耐心 N AI4 X IN1
板结 B AN3 J IE2
短视 D UAN3 SH IX4
快慰 K UAI4 UU UI4
养病 II IANG3 B ING4
克冰 K E4 B ING1
逐个 ZH U2 G E4
致仕 ZH IX4 SH IX4
雏鸟 CH U2 N IAO3
武术 UU U3 SH U4
黄荆 H UANG2 J ING1
国寿 G UO2 SH OU4
火鸟 H UO3 N IAO3
康浩 K ANG1 H AO4
陪侍 P EI2 SH IX4
小茹 X IAO3 R U2
轮机 L UN2 J I1
太帅 T AI4 SH UAI4
链轮 L IAN4 L UN2
起立 Q I3 L I4
巴科 B A1 K E1
好动 H AO4 D ONG4
凯诺 K AI3 N UO4
烦琐 F AN2 S UO3
岛礁 D AO3 J IAO1
寥寥 L IAO2 L IAO2
见于 J IAN4 VV V2
皇古 H UANG2 G U3
空留 K ONG4 L IU2
晚场 UU UAN3 CH ANG3
韩城 H AN2 CH ENG2
违例 UU UI2 L I4
顶住 D ING3 ZH U4
欠妥 Q IAN4 T UO3
盗墓 D AO4 M U4
拍摄 P AI1 SH E4
娘舅 N IANG2 J IU4
上标 SH ANG4 B IAO1
病痛 B ING4 T ONG4
赛历 S AI4 L I4
鸟兽 N IAO3 SH OU4
检点 J IAN3 D IAN3
倒毙 D AO3 B I4
地层 D I4 C ENG2
波推 B O1 T UI1
清唱 Q ING1 CH ANG4
会籍 H UI4 J I2
手艺 SH OU3 II I4
万邦 UU UAN4 B ANG1
浅黄 Q IAN3 H UANG2
强东 Q IANG2 D ONG1
滑梯 H UA2 T I1
天价 T IAN1 J IA4
见说 J IAN4 SH UO1
相知 X IANG1 ZH IX1
缢死 II I4 S IY3
魔力 M O2 L I4
云梯 VV VN2 T I1
木讷 M U4 N E4
会场 H UI4 CH ANG3
官渡 G UAN1 D U4
梅华 M EI2 H UA2
看官 K AN4 G UAN1
小狐 X IAO3 H U2
抵达 D I3 D A2
坐骨 Z UO4 G U3
茶园 CH A2 VV VAN2
韦伯 UU UI2 B O2
地儿 D I4 EE ER5
钻戒 Z UAN4 J IE4
找零 ZH AO3 L ING2
斥候 CH IX4 H OU4
OR AA AO4 EE ER5
暗指 AA AN4 ZH IX3
千万 Q IAN1 UU UAN4
每期 M EI3 Q I1
请勿 Q ING3 UU U4
沙俄 SH A1 EE E2
多礼 D UO1 L I3
悲泣 B EI1 Q I4
欧鸽 OO OU1 G E1
瞄准 M IAO2 ZH UN3
家严 J IA1 II IAN2
调研 D IAO4 II IAN2
体健 T I3 J IAN4
亚古 II IA4 G U3
德赛 D E2 S AI4
铁嘴 T IE3 Z UI3
魅影 M EI4 II ING3
羡煞 X IAN4 SH A4
塘厦 T ANG2 SH A4
法币 F A3 B I4
出走 CH U1 Z OU3
狂妄 K UANG2 UU UANG4
独居 D U2 J V1
绥江 S UI2 J IANG1
离经 L I2 J ING1
锂电 L I3 D IAN4
伯通 B O2 T ONG1
肩头 J IAN1 T OU2
大天 D A4 T IAN1
遗稿 II I2 G AO3
出头 CH U1 T OU2
奥托 AA AO4 T UO1
驻军 ZH U4 J VN1
却倒 Q VE4 D AO4
羽化 VV V3 H UA4
亲代 Q IN1 D AI4
窗花 CH UANG1 H UA1
精矿 J ING1 K UANG4
装箱 ZH UANG1 X IANG1
预科 VV V4 K E1
机遇 J I1 VV V4
调协 T IAO2 X IE2
飞往 F EI1 UU UANG3
足疗 Z U2 L IAO2
猴王 H OU2 UU UANG2
秘笈 M I4 J I2
保值 B AO3 ZH IX2
封装 F ENG1 ZH UANG1
铆上 M AO3 SH ANG4
按说 AA AN4 SH UO1
另加 L ING4 J IA1
气孔 Q I4 K ONG3
犹豫 II IU2 VV V4
细线 X I4 X IAN4
从龙 C ONG2 L ONG2
抢攻 Q IANG2 G ONG1
尽数 J IN4 SH U4
厨余 CH U2 VV V2
保险 B AO2 X IAN3
入联 R U4 L IAN2
食指 SH IX2 ZH IX3
树奎 SH U4 K UI2
醉汉 Z UI4 H AN4
爱特 AA AI4 T E4
砧木 ZH EN1 M U4
贝卡 B EI4 K A3
集散 J I2 S AN4
赫尔 H E4 EE ER3
冬眠 D ONG1 M IAN2
棕绳 Z ONG1 SH ENG2
该死 G AI1 S IY3
钢圈 G ANG1 Q VAN1
喜爱 X I3 AA AI4
子产 Z IY3 CH AN3
交办 J IAO1 B AN4
沟通 G OU1 T ONG1
制种 ZH IX4 ZH ONG3
绛县 J IANG4 X IAN4
秋千 Q IU1 Q IAN1
暗讽 AA AN4 F ENG3
运气 VV VN4 Q I5
侧卧 C E4 UU UO4
短腿 D UAN3 T UI3
末艺 M O4 II I4
两可 L IANG2 K E3
小贺 X IAO3 H E4
屏住 B ING3 ZH U4
短小 D UAN3 X IAO3
天祝 T IAN1 ZH U4
创举 CH UANG4 J V3
头七 T OU2 Q I1
实效 SH IX2 X IAO4
凶事 X IONG1 SH IX4
备品 B EI4 P IN3
说话 SH UO1 H UA4
司令 S IY1 L ING4
阖家 H E2 J IA1
总重 Z ONG3 ZH ONG4
弄乱 N ONG4 L UAN4
防患 F ANG2 H UAN4
追询 ZH UI1 X VN2
华灯 H UA2 D ENG1
钢尺 G ANG1 CH IX3
封面 F ENG1 M IAN4
碍眼 AA AI4 II IAN3
逆风 N I4 F ENG1
假山 J IA3 SH AN1
秋菜 Q IU1 C AI4
留情 L IU2 Q ING2
陈诉 CH EN2 S U4
推手 T UI1 SH OU3
气度 Q I4 D U4
观测 G UAN1 C E4
下部 X IA4 B U4
武夫 UU U3 F U1
压电 II IA1 D IAN4
此刻 C IY3 K E4
计件 J I4 J IAN4
军功 J VN1 G ONG1
颓败 T UI2 B AI4
定钱 D ING4 Q IAN5
坐具 Z UO4 J V4
苍松 C ANG1 S ONG1
刘向 L IU2 X IANG4
翼翼 II I4 II I4
方略 F ANG1 L VE4
杏核 X ING4 H E2
抒发 SH U1 F A1
大屯 D A4 T UN2
刻本 K E4 B EN3
眉批 M EI2 P I1
污染 UU U1 R AN3
功能 G ONG1 N ENG2
劲拔 J ING4 B A2
小坤 X IAO3 K UN1
土葬 T U3 Z ANG4
打球 D A3 Q IU2
结社 J IE2 SH E4
往后 UU UANG3 H OU4
禄宝 L U4 B AO3
世运 SH IX4 VV VN4
永诀 II IONG3 J VE2
应酬 II ING4 CH OU5
游仙 II IU2 X IAN1
由於 II IU2 VV V2
捕手 B U3 SH OU3
榨季 ZH A4 J I4
分得 F EN4 D E2
火暴 H UO3 B AO4
少民 SH AO4 M IN2
狠辣 H EN3 L A4
巡弋 X VN2 II I4
黑豆 H EI1 D OU4
少风 SH AO4 F ENG1
禾场 H E2 CH ANG2
隐含 II IN3 H AN2
兵种 B ING1 ZH ONG3
寨子 ZH AI4 Z IY5
黄胄 H UANG2 ZH OU4
像片 X IANG4 P IAN4
归正 G UI1 ZH ENG4
家装 J IA1 ZH UANG1
躬身 G ONG1 SH EN1
少少 SH AO4 SH AO4
门碰 M EN2 P ENG4
徐俊 X V2 J VN4
养胃 II IANG3 UU UI4
直顺 ZH IX2 SH UN4
新高 X IN1 G AO1
请功 Q ING3 G ONG1
上升 SH ANG4 SH ENG1
宜良 II I2 L IANG2
空开 K ONG4 K AI1
粗壮 C U1 ZH UANG4
货运 H UO4 VV VN4
可惊 K E3 J ING1
铜丝 T ONG2 S IY1
往例 UU UANG3 L I4
云台 VV VN2 T AI2
无成 UU U2 CH ENG2
机体 J I1 T I3
始兴 SH IX3 X ING1
弄伤 N ONG4 SH ANG1
护胸 H U4 X IONG1
张宝 ZH ANG1 B AO3
窄狭 ZH AI3 X IA2
对消 D UI4 X IAO1
黄酮 H UANG2 T ONG2
问问 UU UN4 UU UN4
音量 II IN1 L IANG4
毡帽 ZH AN1 M AO4
米恩 M I3 EE EN1
方钢 F ANG1 G ANG1
NO N OU4
基里 J I1 L I3
面瘫 M IAN4 T AN1
燃油 R AN2 II IU2
乡人 X IANG1 R EN2
翻盖 F AN1 G AI4
油路 II IU2 L U4
霸凌 B A4 L ING2
撞衫 ZH UANG4 SH AN1
错认 C UO4 R EN4
诙谐 H UI1 X IE2
振林 ZH EN4 L IN2
驱走 Q V1 Z OU3
破车 P O4 CH E1
怪罪 G UAI4 Z UI4
明了 M ING2 L IAO3
想开 X IANG3 K AI1
汇水 H UI4 SH UI3
听错 T ING1 C UO4
了局 L IAO3 J V2
改称 G AI3 CH ENG1
老乡 L AO3 X IANG1
午前 UU U3 Q IAN2
全文 Q VAN2 UU UN2
担责 D AN1 Z E2
神隐 SH EN2 II IN3
优格 II IU1 G E2
石伟 SH IX2 UU UI3
华安 H UA2 AA AN1
以旭 II I3 X V4
拔腿 B A2 T UI3
诬陷 UU U1 X IAN4
寻根 X VN2 G EN1
防锈 F ANG2 X IU4
单列 D AN1 L IE4
占星 ZH AN1 X ING1
时调 SH IX2 D IAO4
天平 T IAN1 P ING2
水货 SH UI3 H UO4
谶语 CH EN4 VV V3
如冰 R U2 B ING1
更新 G ENG1 X IN1
谦和 Q IAN1 H E2
雾锁 UU U4 S UO3
悉尼 X I1 N I2
周到 ZH OU1 D AO4
就是 J IU4 SH IX4
拳王 Q VAN2 UU UANG2
太热 T AI4 R E4
转载 ZH UAN3 Z AI3
十来 SH IX2 L AI2
收摊 SH OU1 T AN1
心术 X IN1 SH U4
岛上 D AO3 SH ANG4
墙壁 Q IANG2 B I4
讴歌 OO OU1 G E1
论述 L UN4 SH U4
乱民 L UAN4 M IN2
开罗 K AI1 L UO2
比伦 B I3 L UN2
声援 SH ENG1 VV VAN2
看看 K AN4 K AN5
心乱 X IN1 L UAN4
坟头 F EN2 T OU2
天干 T IAN1 G AN1
男同 N AN2 T ONG2
悠远 II IU1 VV VAN3
确诊 Q VE4 ZH EN3
崇祯 CH ONG2 ZH EN1
劲峭 J ING4 Q IAO4
翠菊 C UI4 J V2
封土 F ENG1 T U3
昨日 Z UO2 R IZ4
猜透 C AI1 T OU4
里克 L I3 K E4
菌落 J VN1 L UO4
里弄 L I3 L ONG4
乖张 G UAI1 ZH ANG1
皮儿 P I2 EE ER5
失控 SH IX1 K ONG4
刀类 D AO1 L EI4
轮渡 L UN2 D U4
就像 J IU4 X IANG4
竹田 ZH U2 T IAN2
喷香 P EN4 X IANG1
恒温 H ENG2 UU UN1
填地 T IAN2 D I4
手巾 SH OU3 J IN1
可定 K E3 D ING4
套语 T AO4 VV V3
行杰 X ING2 J IE2
边民 B IAN1 M IN2
孝强 X IAO4 Q IANG2
会务 H UI4 UU U4
劣汰 L IE4 T AI4
平鱼 P ING2 VV V2
同班 T ONG2 B AN1
成绩 CH ENG2 J I4
踏板 T A4 B AN3
部曲 B U4 Q V3
胶轮 J IAO1 L UN2
祛邪 Q V1 X IE2
贺信 H E4 X IN4
面团 M IAN4 T UAN2
陪同 P EI2 T ONG2
牡蛎 M U3 L I4
国然 G UO2 R AN2
拉锁 L A1 S UO3
搏杀 B O2 SH A1
露背 L OU4 B EI4
圈地 Q VAN1 D I4
开通 K AI1 T ONG1
牙膏 II IA2 G AO1
尖厉 J IAN1 L I4
贵族 G UI4 Z U2
神木 SH EN2 M U4
假证 J IA3 ZH ENG4
毒瘤 D U2 L IU2
迹象 J I4 X IANG4
荣海 R ONG2 H AI3
租界 Z U1 J IE4
接收 J IE1 SH OU1
剔红 T I1 H ONG2
城垣 CH ENG2 VV VAN2
巨大 J V4 D A4
当地 D ANG1 D I4
春茶 CH UN1 CH A2
高喊 G AO1 H AN3
细发 X I4 F A4
流离 L IU2 L I2
复视 F U4 SH IX4
柔嫩 R OU2 N EN4
雪冤 X VE3 VV VAN1
立体 L I4 T I3
动力 D ONG4 L I4
刑警 X ING2 J ING3
除外 CH U2 UU UAI4
并处 B ING4 CH U3
供养 G ONG1 II IANG3
大良 D A4 L IANG2
南宋 N AN2 S ONG4
元凶 VV VAN2 X IONG1
匪徒 F EI3 T U2
关上 G UAN1 SH ANG4
滩区 T AN1 Q V1
正妹 ZH ENG4 M EI4
奔四 B EN1 S IY4
联运 L IAN2 VV VN4
黑框 H EI1 K UANG4
稍后 SH AO1 H OU4
博娟 B O2 J VAN1
飞升 F EI1 SH ENG1
肘部 ZH OU3 B U4
指教 ZH IX3 J IAO4
耀邦 II IAO4 B ANG1
紫荆 Z IY3 J ING1
中年 ZH ONG1 N IAN2
衡阳 H ENG2 II IANG2
菲奥 F EI1 AA AO4
烟火 II IAN1 H UO3
归还 G UI1 H UAN2
各行 G E4 H ANG2
仔猪 Z IY3 ZH U1
炒米 CH AO3 M I3
塑膜 S U4 M O2
伴生 B AN4 SH ENG1
面庞 M IAN4 P ANG2
窗口 CH UANG1 K OU3
极东 J I2 D ONG1
挨次 AA AI1 C IY4
晋亨 J IN4 H ENG1
梦游 M ENG4 II IU2
奔马 B EN1 M A3
稳固 UU UN3 G U4
放松 F ANG4 S ONG1
写实 X IE3 SH IX2
踏遍 T A4 B IAN4
丑化 CH OU3 H UA4
歌神 G E1 SH EN2
骨骼 G U3 G E2
供用 G ONG4 II IONG4
药粉 II IAO4 F EN3
居民 J V1 M IN2
小红 X IAO3 H ONG2
天刚 T IAN1 G ANG1
足量 Z U2 L IANG4
装甲 ZH UANG1 J IA3
班代 B AN1 D AI4
余怒 VV V2 N U4
出品 CH U1 P IN3
礼金 L I3 J IN1
扎罗 ZH A1 L UO2
遗言 II I2 II IAN2
偷吃 T OU1 CH IX1
农利 N ONG2 L I4
又发 II IU4 F A1
石城 SH IX2 CH ENG2
泪眼 L EI4 II IAN3
清音 Q ING1 II IN1
书商 SH U1 SH ANG1
巨浪 J V4 L ANG4
木雕 M U4 D IAO1
纸袋 ZH IX3 D AI4
对称 D UI4 CH EN4
奈尔 N AI4 EE ER3
使团 SH IX3 T UAN2
陇南 L ONG3 N AN2
电打 D IAN4 D A3
韭黄 J IU3 H UANG2
砂浆 SH A1 J IANG1
世伯 SH IX4 B O2
霜灾 SH UANG1 Z AI1
倒吊 D AO4 D IAO4
抚恤 F U3 X V4
硅钢 G UI1 G ANG1
下令 X IA4 L ING4
宣誓 X VAN1 SH IX4
鳞伤 L IN2 SH ANG1
裂解 L IE4 J IE3
故土 G U4 T U3
混双 H UN4 SH UANG1
取暖 Q V3 N UAN3
肘子 ZH OU3 Z IY5
夜场 II IE4 CH ANG3
新地 X IN1 D I4
认养 R EN4 II IANG3
慈爱 C IY2 AA AI4
嘴尖 Z UI3 J IAN1
银监 II IN2 J IAN1
和华 H E2 H UA2
真道 ZH EN1 D AO4
欠税 Q IAN4 SH UI4
休业 X IU1 II IE4
麻风 M A2 F ENG1
戒酒 J IE4 J IU3
得宠 D E2 CH ONG3
电极 D IAN4 J I2
大梁 D A4 L IANG2
波涛 B O1 T AO1
郁闷 VV V4 M EN4
拖车 T UO1 CH E1
遮掩 ZH E1 II IAN3
明虾 M ING2 X IA1
次之 C IY4 ZH IX1
备战 B EI4 ZH AN4
担误 D AN1 UU U5
月利 VV VE4 L I4
呵呵 H E1 H E1
共工 G ONG4 G ONG1
图海 T U2 H AI3
在身 Z AI4 SH EN1
斑秃 B AN1 T U1
山梁 SH AN1 L IANG2
庆元 Q ING4 VV VAN2
偶像 OO OU3 X IANG4
杜牧 D U4 M U4
树丛 SH U4 C ONG2
住校 ZH U4 X IAO4
龙平 L ONG2 P ING2
天葬 T IAN1 Z ANG4
墓主 M U4 ZH U3
时差 SH IX2 CH A1
推下 T UI1 X IA4
瀚海 H AN4 H AI3
民企 M IN2 Q I3
叙旧 X V4 J IU4
冲绳 CH ONG1 SH ENG2
辣子 L A4 Z IY5
售票 SH OU4 P IAO4
失枕 SH IX1 ZH EN3
许愿 X V3 VV VAN4
素人 S U4 R EN2
奥松 AA AO4 S ONG1
已然 II I3 R AN2
奥数 AA AO4 SH U4
震昏 ZH EN4 H UN1
敌阵 D I2 ZH EN4
绿苔 L V4 T AI2
打响 D A3 X IANG3
液体 II IE4 T I3
定式 D ING4 SH IX4
偏安 P IAN1 AA AN1
支吾 ZH IX1 UU U2
赐予 C IY4 VV V3
菜式 C AI4 SH IX4
娇弱 J IAO1 R UO4
本字 B EN3 Z IY4
平头 P ING2 T OU2
得宝 D E2 B AO3
选手 X VAN2 SH OU3
栓子 SH UAN1 Z IY5
黄玉 H UANG2 VV V4
能说 N ENG2 SH UO1
灰暗 H UI1 AA AN4
毒刺 D U2 C IY4
社团 SH E4 T UAN2
无几 UU U2 J I3
路程 L U4 CH ENG2
绝色 J VE2 S E4
烟土 II IAN1 T U3
弥补 M I2 B U3
加生 J IA1 SH ENG1
迷阵 M I2 ZH EN4
空拍 K ONG1 P AI1
全非 Q VAN2 F EI1
补缀 B U3 ZH UI4
打桩 D A3 ZH UANG1
互访 H U4 F ANG3
干透 G AN1 T OU4
在意 Z AI4 II I4
其大 Q I2 D A4
复赛 F U4 S AI4
咕哝 G U1 N ONG5
张心 ZH ANG1 X IN1
箭杆 J IAN4 G AN3
性质 X ING4 ZH IX5
中线 ZH ONG1 X IAN4
保尔 B AO3 EE ER3
道理 D AO4 L I3
复健 F U4 J IAN4
飘溢 P IAO1 II I4
非份 F EI1 F EN4
北阳 B EI3 II IANG2
憋闷 B IE1 M EN5
私售 S IY1 SH OU4
皱起 ZH OU4 Q I3
晚育 UU UAN3 VV V4
车位 CH E1 UU UI4
响音 X IANG3 II IN1
田文 T IAN2 UU UN2
地权 D I4 Q VAN2
谛听 D I4 T ING1
郭跃 G UO1 VV VE4
易居 II I4 J V1
后学 H OU4 X VE2
大口 D A4 K OU3
复命 F U4 M ING4
承诺 CH ENG2 N UO4
马凯 M A3 K AI3
美照 M EI3 ZH AO4
雷同 L EI2 T ONG2
收养 SH OU1 II IANG3
雾水 UU U4 SH UI3
狠批 H EN3 P I1
借用 J IE4 II IONG4
张明 ZH ANG1 M ING2
田螺 T IAN2 L UO2
罩杯 ZH AO4 B EI1
垂危 CH UI2 UU UI1
整体 ZH ENG3 T I3
而亡 EE ER2 UU UANG2
用掉 II IONG4 D IAO4
期市 Q I1 SH IX4
煤耗 M EI2 H AO4
远游 VV VAN3 II IU2
露富 L OU4 F U4
拱手 G ONG3 SH OU3
每处 M EI3 CH U4
笔名 B I3 M ING2
寻死 X VN2 S IY3
细小 X I4 X IAO3
糊涂 H U2 T U5
短发 D UAN3 F A4
性侵 X ING4 Q IN1
重样 CH ONG2 II IANG4
种业 ZH ONG3 II IE4
翻身 F AN1 SH EN1
组织 Z U3 ZH IX1
其根 Q I2 G EN1
大气 D A4 Q I4
仙草 X IAN1 C AO3
石波 SH IX2 B O1
现眼 X IAN4 II IAN3
斯斯 S IY1 S IY1
戏仿 X I4 F ANG3
票源 P IAO4 VV VAN2
还清 H UAN2 Q ING1
素勤 S U4 Q IN2
田畴 T IAN2 CH OU2
怀有 H UAI2 II IU3
上冻 SH ANG4 D ONG4
主考 ZH U2 K AO3
戒断 J IE4 D UAN4
出阵 CH U1 ZH EN4
领域 L ING3 VV V4
冲掉 CH ONG1 D IAO4
更长 G ENG4 CH ANG2
悲鸣 B EI1 M ING2
冰镇 B ING1 ZH EN4
留足 L IU2 Z U2
胡弄 H U2 N ONG5
液面 II IE4 M IAN4
所拉 S UO3 L A1
